时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-07-03,云蝠智能,智能硬件,Pre-A轮,千万级人民币,丰元创投Amino Capital,5000,智能硬件、机器人、机器人,云蝠智能是一家智能客户联络及质检自动化服务提供商，为企业提供包括客户销售线索、智能触达（呼叫、回访、调研及通知）、智能质检及SCRM管理的智能联络产品矩阵，致力于通过在人工智能及流程自动化领域的技术优势赋能传统产业，助推传统产业智能化转型升级。,"魏佳星 创始人 魏佳星，云蝠智能总经理，北京大学人工智能及区块链创业一期学员、长三角创业营创业一期学员，江苏省年度大学生人物、江苏省最美大学生、中国大学生年度人物提名，校长特别奖获得者，南京市创业潜力之星，中国B2B百名创业新锐，《创赢新时代》创赢之星。
2016年作为创业代表接受阿里巴巴集团CEO张勇先生授予的“阿里巴巴全球梦想家”称号,获中国创新创业大赛优胜奖在内国家级创新创业竞赛奖项10余项奖项，省级竞赛荣誉近20余项，市级荣誉近30项，并接受光明日报、新华网、江苏卫视、中国教育报等30多家媒体报道。 "
2021-07-03,Rokid若琪,智能硬件,战略投资,数亿人民币,海通证券,600000,智能硬件、机器人、机器人,"Rokid公司成立于 2014年7月，位于中国杭州, 在北京和旧金山设有分公司，是一家以技术为基础、致力于Home A.I 领域研究、追求极致工艺和用户体验、坚持创新原则的初创公司。产品涵盖AR眼镜、智能音箱，以及相应的应用与服务，结合人工智能和深度学习，革新性的人机交互和精美的工艺，期望把前所未有的科技体验带入家庭。","祝铭明(Misa) 创始人&CEO 祝铭明(Misa)，Rokid创始人&CEO，前阿里巴巴 M 工作室领头人，负责深度学习，视觉和自然语言处理的研发。 王舜德Eric 联合创始人&CFO 王舜德Eric，Rokid联合创始人&CFO，前金山软件和好孩子集团的 CFO, 前阿里巴巴集团的财务副总裁兼公司财务总监。 "
2021-06-29,Toggle,智能硬件,A轮,800万美元,"Point72 Ventures, Blackhorn Ventures, TVP, New York State’s Empire State Development Fund, Twenty Seven Ventures",26000,智能硬件、机器人、机器人,"Toggle是美国一家工业自动化机器人研发商，致力于为用户提供提高钢筋混凝土的安全性的技术服务，旗下全栈机器人帮助城市和民用基础设施建设，进行现场浇筑以及预制钢筋混凝土产品。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-06-28,CMR Surgical,智能硬件,D轮,6亿美元,软银愿景基金（领投）,1950000,智能硬件、机器人、机器人,CMR Surgical是英国一家智能手术机器人研发商，专注于从事通用机器人的研发与设计，旗下的Versius的生物模仿手臂不仅可以辅助主治医师做腹腔镜手术，还适用于妇科、泌尿科、结肠直肠和普通外科手术。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-06-25,大族机器人,智能硬件,B轮,3.95亿人民币,"优山资本（领投）, 招商局创投（领投）, 中油资产, 方正证券, 投控东海",197500,智能硬件、机器人、机器人,大族机器人是由上市公司一大族激光科技产业集团股份有限公司投资组建的控股子公司，公司致力于智能机器人在工业、医疗、物流、服务等领域的研发、推广和应用。基于十多年的电机、伺服驱动和运动控制经验，围绕智能机器人业务，开发了机器人电机、伺服驱动器、机器人控制器、机器视觉等机器人核心功能部件，并成功推出人机协作机器人、精密直角坐标机器人、AGV、SCARA、移动操作机器人、智能检测等机器人和自动化产品。公司还与合作伙伴合作，开展机器人在各种领域的应用开发。,王光能 创始人 王光能，北京航空航天大学工程硕士、南方科技大学机器人研究院产业教授。国家科技重大项目负责人、国家技术发明奖获得者、深圳市专家库专家，多次获得深圳市科技进步发明奖、广东省科技进步奖、国家技术发明奖，国内、国际专利超过50项。 
2021-06-25,法奥FAIR,智能硬件,A+轮,3000万美元,"高瓴创投（领投）, 钟鼎资本, 顺为资本",97500,智能硬件、机器人、机器人,法奥FAIR是一家实现全核心零部件自主研发的协作机器人公司，致力于为行业提供极致便利的深度智能系统解决方案，公司设计的自研减速机、伺服电机等核心部件获得了零售、工业、医疗、康养、农业等行业头部客户的认可。,巩相峰 创始人 巩相峰，法奥FAIR创始人。 
2021-06-25,九天睿芯,先进制造,A轮,数亿人民币,"韦豪创芯（领投）, 浦东科创（领投）, 华义创投, 磐缠投资, 上海物枢",150000,先进制造、集成电路、机器人,九天睿芯是全球AI芯片领域的前驱，公司致力于高效模数混合计算，促进AI应用成为主流。九天睿芯于2018年6月在中国深圳创立，公司专注于传感器端设备的模数混合神经网络处理器的研发，目标是用主流CMOS技术实现超高能效神经网络处理新型架构，其独有技术已获得美国专利授权。,刘洪杰 创始人 刘洪杰，九天睿芯创始人。博士，毕业于苏黎世联邦理工学院。在校期间，刘洪杰博士及团队成员着手研发模数混合加速芯片，参与了多项欧盟及500强企业资助项目，并获得了美国专利授权。 
2021-06-25,迈宝智能,智能硬件,Pre-A轮,千万级人民币,58同城,5000,智能硬件、机器人、机器人,迈宝智能致力于外骨骼机器人技术、智能人机交互协作机器人技术、移动式机器人技术与智能视觉系统的开发。公司以外骨骼机器人技术为核心，已申请自主知识产权50余项，是一家以技术创新为核心驱动力的机器人技术公司。迈宝智能致力于通过人工智能与人机交互技术，配合大数据分析及运计算等方式为工业物流、装配制造、建筑搬运等行业的体力劳动者和骨骼肌肉病人群提供运动助力辅助的可穿戴式外骨骼产品和智能化的解决方案，促进工业物流和物联网产业发展。同时也涉及娱乐、家用、适老等领域服务机器人相关产品开发。,魏巍 创始人 魏巍，迈宝智能创始人。从博士毕业后就一直从事外骨骼机器人方面的研究。 
2021-06-21,介方信息,先进制造,A+轮,数千万人民币,"朗玛峰创投（领投）, 中科创星",15000,先进制造、智能装备、机器人,介方信息是一家从事高端装备智能操作系统（即“软件定义”技术）自主研发的高新技术企业，并为客户配套高端硬件板卡，提供一站式的高端智能装备软硬件平台解决方案。公司目前主要涉及军工软件无线电装备领域。,许生 创始人 许生，创始人，硕士毕业于南京邮电大学，闵行区领军人才，曾任职于华为技术有限公司和航空工业615所，曾参与并主导三项与“软件定义”相关的国家“十二五”重大科研项目，申请专利十多篇，擅长领域为无线通信技术、软件定义技术。 常坤 联合创始人 常坤，联合创始人，硕士毕业于华东理工大学，曾任职于霍尼韦尔安防事业部和航空工业615所，参与三项与“软件定义”相关的国家“十二五”重大科研项目，带领技术团队自主研发“软件定义无线电”操作系统框架SCA，申请专利十多篇，擅长领域为软件定义技术、自控数据系统。 
2021-06-21,迦智科技,智能硬件,B+轮,数亿人民币,"襄禾资本（领投）, 深创投, 字节跳动, 联想创投, 钟鼎资本, 华强资本",150000,智能硬件、机器人、机器人,迦智科技是一家致力于用人工智能和机器人技术为智能制造和智慧生活提供室内外智能移动作业机器人产品与解决方案的高科技企业。设计打造了包含内核、整机、云端的全产品线，形成了以自主核心技术、领先产品及系统解决方案为一体的自主移动作业机器人产业全价值链。,熊蓉 创始人 熊蓉，杭州迦智科技有限公司创始人 
2021-06-16,浦瑞克,智能硬件,天使轮,未透露,本翼资本,500,智能硬件、机器人、机器人,"浦瑞克机电是一家扫地机器人研发商，聚焦于宠物清洁、家用木地板清洁等细分领域清洁机器人的研发、生产、销售。专注于智能保洁机器人的研发，相继推出了大吸力低噪音扫地机器人、扫拖一体机器人、导航扫地机器人一级导航擦地机器人等。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-06-16,大方智能,智能硬件,A轮,未透露,"蓝海众力资本, 金沙江创投, 万物为智慧",10000,智能硬件、机器人、机器人,大方智能是一家专注于墙面处理机器人及相关墙面自动化处理技术研发和生产的科技公司。是将激光雷达技术及相关算法应用于智能墙面机器人领域的领先企业。智能墙面机器人在通过基于激光测距传感器、惯性测量单元等传感器的SLAM算法构建出三维户型地图后，再根据户型地图进行定位，同时通过AI算法规划出智能、高效的墙面作业路径，可以有效完成墙面的打磨、抹刮腻子和漆面粉刷。,邓煜 创始人 邓煜，创始人，是一个连续创业者。 
2021-06-15,乐森机器人,智能硬件,B轮,数亿人民币,"红杉资本中国（领投）, 明裕创投, 日初资本, 至临资本, 庚辛资本, 渤海中盛",260000,智能硬件、机器人、机器人,乐森机器人（Robosen）前身是“森汉智能”，是一家智能变形机器人研发商，其产品具有数控变形、人车双形态运动等特点，并搭载智能编程教育技术，可为孩子提供机械工程学相关的知识教育。,陈小森 CEO 陈小森，森汉智能科技（深圳）有限公司CEO 
2021-06-11,地平线,先进制造,C+轮,15亿美元,,3250000,先进制造、集成电路、机器人,地平线是一家人工智能解决方案提供商，专注于制作基于人工智能算法的芯片、系统和软硬件产品，让家居、汽车、玩具和服务机器人等，具有从感知、交互、理解到决策的智能功能。,余凯 CEO 余凯，地平线机器人科技创始人、CEO，红西瓜半导体联合创始人。曾担任百度深度学习研究院IDL常务副院长。曾在慕尼黑大学求学，在斯坦福大学执教过《人工智能绪论》，机器学习领域的国际著名学者。早年曾在微软、西门子工作过。 杨铭 联合创始人 杨铭，地平线机器人科技联合创始人，博士，是Facebook人工智能实验室的创始成员之一。 陶斐雯 COO 陶斐雯，地平线机器人联合创始人、COO。美国西北大学营销学硕士，南京大学经济学学士，本科期间在宾夕法尼亚大学沃顿商学院交换学习。先后就职于Google硅谷总部销售团队，百度美国研发中心，拥有丰富的国际著名互联网公司的管理经验，对中美互联网领域具备深入的战略思考能力和分析能力，对竞争格局和商业模式具有广阔视角和敏锐洞察。 方懿 硬件副总裁 方懿，地平线机器人联合创始人、硬件副总裁。硬件产品专家，资深移动通讯领导者。前诺基亚智能手机大中华区研发副总裁。毕业于电子科技大学电子工程系和新加坡国立大学电子工程系。拥有19年产品研发及管理工作经验。服务于诺基亚13年，历任硬件工程师，部门经理，产品项目经理，最终成为诺基亚智能手机大中华区研发副总裁。领导诺基亚智能手机中国研发团队，下属北京和台北两个研发中心，全权负责研发面向全球市场及为中国定制的 Lumia 系列产品，从 roadmap 定义、概念研究、产品开发到量产维护的全部流程。拥有建立多元文化的团队，领导战略转型，定义新的开发流程，以及建立有创造力的挑战者团队文化等方面的经验，并取得卓越成绩。作为一个公认的硬件产品研发领导者，带领团队设计，研发，和推出诺基亚历史上最成功的智能手机 Lumia 520，一共2600万台出货量，年度贡献20亿美金的销售额，并获得2014年世界移动大会大奖。 黄畅 算法副总裁 黄畅，地平线机器人联合创始人、算法副总裁。本科、硕士以及博士毕业于清华大学计算机科学与技术系，曾经在美国南加州大学和 NEC 美国研究院担任研究员。2012年加入百度美国研发中心，2013年参与组建百度深度学习研究院( IDL )，任高级科学家、主任研发架构师。长期从事计算机视觉、机器学习、模式识别和信息检索方面的研究，作为相关学术界和工业界的知名专家，发表的论文被引用3350次，拥有多项国际专利。开发的人脸检测技术，创造了世界上首次计算机视觉技术被大规模应用的成功范例，占领80%数码相机市场，并且被苹果 iPhoto 等诸多图像管理软件所采用。带领百度 IDL 图像技术团队负责公司内各种图像核心技术的研发，推出了全网人脸图像搜索、PK 大咖、全网相似图像搜索、自然场景文字识别、百度移动图像搜索、图片凤巢等重要产品。 徐伟 AI首席科学家 徐伟拥有清华大学学士学位，卡内基梅隆大学硕士学位，加入百度前曾在NEC实验室和Facebook担任研究员。在百度期间担任深度学习实验室杰出科学家，深度学习技术及应用国家工程实验室首席科学家。在百度内部，徐伟是唯一获 “杰出科学家”荣誉称号的人。负责百度深度学习平台PaddlePaddle的开发以及通用人工智能的研究，所开发的平台被广泛用于百度的搜索、广告等多个产品并带来重大收益。徐伟所带领的研究团队是世界上最先把计算机视觉和自然语言处理统一到一个深度学习模型的团队之一。 余轶男 智能驾驶研发总监 余轶男，原百度IDL科学家，现为地平线机器人技术、智能驾驶研发总监。 陈黎明 总裁 陈黎明，地平线公司总裁。原博世底盘控制系统中国区总裁。陈黎明博世于1995年加入博世集团，曾任技术专家，研发高级经理、总监和副总裁，他领导创建的博世底盘控制系统研发中心是博世公司在中国最大的研发中心。2012年担任博世集团高级副总裁，博世底盘控制系统事业部中国区总裁，全面负责推进底盘控制系统事业部各项在华事务。 展开全部 
